Year,Rank,Artist,Song,valence,danceability,energy,tempo
1969,78,kenny rogers and the first edition,ruby dont take your love to town,,,,
1969,80,turtles,you showed me,,,,
1969,81,cuff links,tracy,,,,
1969,82,dells,oh what a night,,,,
1969,83,beatles,something,,,,
1969,84,gary puckett and the union gap,this girl is a woman now,,,,
1969,85,beatles,come together,,,,
1969,86,seger system,ramblin gamblin man bob,,,,
1969,87,diana ross and the supremes,im gonna make you love me,,,,
1969,90,booker t and the mgs,hang em high,,,,
1969,91,lou rawls,your good thing,,,,
1969,92,originals,baby im for real,,,,
1969,93,edwin hawkins singers,oh happy day,,,,
1969,94,tom jones,love me tonight,,,,
1969,95,paul revere and the raiders,mr sun mr moon,,,,
1969,96,guess who,laughing,,,,
1969,98,box tops,soul deep,,,,
1969,99,bj thomas,hooked on a feeling,,,,
1969,100,box tops,sweet cream ladies,,,,
1970,1,simon and garfunkel,bridge over troubled water,,,,
1970,3,guess who,american woman  no sugar tonight,,,,
1970,6,diana ross,aint no mountain high enough,,,,
1970,7,jackson,ill be there,,,,
1970,9,beatles,let it be,,,,
1970,10,freda payne,band of gold,,,,
1970,12,ray stevens,everything is beautiful,,,,
1970,14,vanity fair,hitchin a ride,,,,
1970,15,jackson,abc,,,,
1970,16,jackson,the love you save  i found that girl,,,,
1970,17,neil diamond,cracklin rose,,,,
1970,18,dawn,candida,,,,
1970,19,sly and the family stone,thank you   everybody is a star,,,,
1970,20,eric burdon and war,spill the wine,,,,
1970,21,five stairsteps and cubie,ooh child  dear prudence,,,,
1970,23,melanie and the edwin hawkins singers,lay down,,,,
1970,24,temptations,ball of confusion,,,,
1970,25,moments,love on a two way street,,,,
1970,26,poppy family,which way you goin billy,,,,
1970,28,jackson,i want you back,,,,
1970,34,john ono lennon,instant karma,,,,
1970,36,creedence clearwater revival,lookin out my back door  long as i can see the light,,,,
1970,38,kenny rogers and the first edition,somethings burning,,,,
1970,39,chairmen of the board,give me just a little more time,,,,
1970,41,beatles,the long and winding road  for you blue,,,,
1970,45,jaggerz,the rapper,,,,
1970,46,hollies,he aint heavy hes my brother,,,,
1970,47,alive and kicking,tighter tighter,,,,
1970,48,badfinger,come and get it,,,,
1970,49,simon and garfunkel,cecelia,,,,
1970,50,charles wright and the watts rd street rhythm band,love land,,,,
1970,52,kinks,lola,,,,
1970,54,r dean taylor,indiana wants me,,,,
1970,55,rare earth,im losing you,,,,
1970,56,bobby sherman,easy come easy go,,,,
1970,57,charles wright and the watts rd street rhythm band,express yourself,,,,
1970,60,frijid pink,house of the rising sun,,,,
1970,63,friends of distinction,love or let me be lonely,,,,
1970,64,brotherhood of man,united we stand,,,,
1970,68,gene chandler,groovy situation,,,,
1970,70,guess who,no time,,,,
1970,71,delfonics,didnt i,,,,
1970,72,elvis presley,the wonder of you  mama liked the roses,,,,
1970,73,creedence clearwater revival,up around the bend  run through the jungle,,,,
1970,75,bj thomas,i just cant help believing,,,,
1970,76,spinners,its a shame,,,,
1970,77,bobbi martin,for the love of him,,,,
1970,79,ike and tina turner,i want to take you higher,,,,
1970,80,joe cocker,the letter,,,,
1970,81,tee set,ma belle amie,,,,
1970,82,originals,the bells,,,,
1970,84,proof aged in soul,somebodys been sleeping,,,,
1970,85,ides of march,vehicle,,,,
1970,86,pipkins,gimme dat ding,,,,
1970,87,robin mcnamara,lay a little lovin on me,,,,
1970,88,supremes,up the ladder to the roof,,,,
1970,89,creedence clearwater revival,travelin band  wholl stop the rain,,,,
1970,90,sandpipers,come saturday morning,,,,
1970,91,temptations,psychedelic shack,,,,
1970,93,pacific gas and electric,are you ready,,,,
1970,94,crosby stills nash and young,woodstock,,,,
1970,96,new seekers,look what theyve done to my song ma,,,,
1970,97,joe south,walk a mile in my shoes,,,,
1971,2,rod stewart,maggie may   reason to believe,,,,
1971,3,carole king,its too late  i feel the earth move,,,,
1971,4,osmonds,one bad apple,,,,
1971,6,raiders,indian reservation,,,,
1971,9,temptations,just my imagination,,,,
1971,10,dawn,knock three times,,,,
1971,13,honey cone,want ads,,,,
1971,14,undisputed truth,smiling faces sometimes,,,,
1971,15,cornelius brothers and sister rose,treat her like a lady,,,,
1971,18,rolling stones,brown sugar,,,,
1971,22,paul and linda mccartney,uncle albertadmiral halsey,,,,
1971,26,murray head and the trinidad singers,superstar,,,,
1971,27,free movement,i found someone of my own,,,,
1971,29,grass roots,temptation eyes,,,,
1971,31,george harrison,my sweet lord  isnt it a pity,,,,
1971,34,daddy dewdrop,chickaboom,,,,
1971,35,carpenters,for all we know,,,,
1971,39,cher,gypsy tramps and thieves,,,,
1971,40,jackson,never can say goodbye,,,,
1971,42,hamilton joe frank and reynolds,dont pull your love,,,,
1971,45,fuzz,i love you foe all seasons,,,,
1971,46,dramatics,whatcha see is whatcha get,,,,
1971,50,helen reddy,i dont know how to love him,,,,
1971,51,osmonds,yoyo,,,,
1971,53,partridge family,doesnt somebody want to be wanted,,,,
1971,54,tommy james,draggin the line,,,,
1971,55,ike and tina turner,proud mary,,,,
1971,56,chicago,beginnings  color my world,,,,
1971,57,bells,stay awhile,,,,
1971,60,paul mccartney,another day  oh woman oh why,,,,
1971,63,brewer and shipley,one toke over the line,,,,
1971,64,th day,shes not just another woman,,,,
1971,65,freda payne,bring the boys home,,,,
1971,67,delaney and bonnie and friends,never ending song of love,,,,
1971,68,freddy hart,easy loving,,,,
1971,70,honey cone,stickup,,,,
1971,71,mac and katie kissoon,chirpy chirpy cheep cheep,,,,
1971,72,andy williams,love story,,,,
1971,73,cat stevens,wild world,,,,
1971,75,beginning of the end,funky nassau,,,,
1971,76,olivia newtonjohn,if not for you,,,,
1971,78,bobby goldsboro,watching scotty grow,,,,
1971,79,matthews southern comfort,woodstock,,,,
1971,81,dave edmunds,i hear you knocking,,,,
1971,83,fortunes,here comes that rainy day feeling again,,,,
1971,84,who,wont get fooled again,,,,
1971,86,jackson,mamas pearl,,,,
1971,87,buoys,timothy,,,,
1971,88,partridge family,i woke up in love this morning,,,,
1971,90,gladys knight and the pips,if i were your woman,,,,
1971,91,neil diamond,i ami said,,,,
1971,92,paul stookey,wedding song,,,,
1971,93,wilson pickett,dont knock my love pt,,,,
1971,94,doors,love her madly,,,,
1971,96,wadsworth mansion,sweet mary,,,,
1971,98,fifth dimension,one less bell to answer,,,,
1971,99,doors,riders on the storm,,,,
1972,4,nilsson,without you,,,,
1972,5,sammy davis jr,candy man,,,,
1972,10,wayne newton,daddy dont you walk so fast,,,,
1972,13,chilites,oh girl,,,,
1972,14,gallery,nice to be with you,,,,
1972,15,chuck berry,my dingaling,,,,
1972,16,luther ingram,if loving you is wrong i dont want to be right,,,,
1972,18,stylistics,betcha by golly wow,,,,
1972,19,staple singers,ill take you there,,,,
1972,20,michael jackson,ben,,,,
1972,24,hollies,long cool woman,,,,
1972,25,mouth and macneal,how do you do,,,,
1972,26,neil diamond,song sung blue,,,,
1972,27,america,a horse with no name,,,,
1972,28,hot butter,popcorn,,,,
1972,29,main ingredient,everybody plays the fool,,,,
1972,31,th dimension,last night i didnt get to sleep at all,,,,
1972,32,moody blues,nights in white satin,,,,
1972,34,cornelius brothers and sister rose,too late to turn back now,,,,
1972,35,ojays,back stabbers,,,,
1972,36,osmonds,down by the lazy river,,,,
1972,38,mel and tim,starting all over again,,,,
1972,39,badfinger,day atter day,,,,
1972,42,daniel boone,beautiful sunday,,,,
1972,43,dennis coffey and the detroit guitar band,scorpio,,,,
1972,44,cat stevens,morning has broken,,,,
1972,46,rick nelson,garden party,,,,
1972,51,chakachas,jungle fever,,,,
1972,53,dramatics,in the rain,,,,
1972,56,t rex,bang a gong,,,,
1972,58,roberta flack and donny hathaway,where is the love,,,,
1972,60,derek and the dominos,layla,,,,
1972,64,dr hook and the medicine show,sylvias mother,,,,
1972,66,nilsson,coconut,,,,
1972,70,sonny and cher,a cowboys work is never done,,,,
1972,71,apollo,joy,,,,
1972,74,charlie pride,kiss an angel good morning,,,,
1972,79,sly and the family stone,family affair,,,,
1972,80,jimmy castor bunch,troglodyte,,,,
1972,83,joe simon,power of love,,,,
1972,84,jerry butler and brenda lee eager,aint understanding mellow,,,,
1972,86,beverly bremers,dont say you dont rememeer,,,,
1972,90,godspell,day by day,,,,
1972,93,new seekers,id like to teach the world to sing,,,,
1972,94,don mclean,vincent  castles in the air,,,,
1972,95,detroit emeralds,baby let me take you,,,,
1972,97,hillside singers,id like to teach the world to sing,,,,
1972,98,love unlimited,walking in the rain with the one i love,,,,
1972,99,james brown,good foot pt,,,,
1972,100,isley bros,pop that thang,,,,
1973,1,tony orlando and dawn,tie a yellow ribbon round the ole oak tree,,,,
1973,5,paul mccartney and wings,my love,,,,
1973,12,clint holmes,playground in my mind,,,,
1973,16,edgar winter group,frankenstein,,,,
1973,20,cher,half breed,,,,
1973,21,isley bros,that lady,,,,
1973,23,grand funk railroad,were an american band,,,,
1973,25,skylark,wildflower,,,,
1973,28,maureen mcgovern,the morning after,,,,
1973,32,ojays,love train,,,,
1973,33,barry white,im gonna love you just a little more,,,,
1973,34,tony orlando and dawn,say has anybody seen my sweet gypsy rose,,,,
1973,38,bobby boris pickett and the crypt kickers,monster mash,,,,
1973,41,doobie brothers,long train running,,,,
1973,42,george harrison,give me love,,,,
1973,43,sly and the family stone,if you want me to stay,,,,
1973,44,jermaine jackson,daddys home,,,,
1973,45,gladys knight and the pips,neither one of us,,,,
1973,46,new york city,im doing fine now,,,,
1973,47,spinners,could it be im falling in love,,,,
1973,49,gladys knight and the pips,midnight train to georgia,,,,
1973,51,dr hook and the medicine show,the cover of rolling stone,,,,
1973,53,loggins and messina,your mama dont dance,,,,
1973,57,hurricane smith,oh babe what would you say,,,,
1973,61,eric weissberg and steve mandel,dueling banjos,,,,
1973,79,allman brothers,ramblin man,,,,
1973,80,temptations,masterpiece,,,,
1973,82,spinners,one of a kind,,,,
1973,83,donna fargo,funny face,,,,
1973,85,rolling stones,angie,,,,
1973,86,blue ridge rangers,jambalaya,,,,
1973,88,stylistics,break up to make up,,,,
1973,89,jud strunk,daisy a day,,,,
1973,93,war,gypsy man,,,,
1973,94,war,the world is a ghetto,,,,
1973,95,pointer sisters,yes we can can,,,,
1973,96,edgar winter group,free ride,,,,
1973,99,donny osmond,the twelfth of never,,,,
1973,100,temptations,papa was a rolling stone,,,,
1974,3,love unlimited orchestra,loves theme,,,,
1974,5,jackson,dancing machine,,,,
1974,6,grand funk railroad,the locomotion,,,,
1974,7,mfsb,tsop,,,,
1974,8,ray stevens,the streak,,,,
1974,12,kool and the gang,jungle boogie,,,,
1974,14,stylistics,you make me feel brand new,,,,
1974,16,jim stafford,spiders and snakes,,,,
1974,18,john denver,sunshine on my shoulder,,,,
1974,20,blue swede,hooked on a feeling,,,,
1974,21,bo donaldson and the heywoods,billy dont be a hero,,,,
1974,22,paul mccartney and wings,band on the run,,,,
1974,26,olivia newtonjohn,let me be there,,,,
1974,28,paul anka,having my baby,,,,
1974,32,olivia newtonjohn,if you love me,,,,
1974,34,gladys knight and the pips,best thing that ever happened to me,,,,
1974,36,main ingredient,just dont want to be lonely,,,,
1974,41,gladys knight and the pips,ive got to use my imagination,,,,
1974,47,dionne warwick and the spinners,then came you,,,,
1974,48,marvin hamlisch,the entertainer,,,,
1974,50,hollies,the air that i breathe,,,,
1974,52,carly simon,mockingbird,,,,
1974,55,barry white,never never gonna give you up,,,,
1974,56,rufus,tell me something good,,,,
1974,58,righteous brothers,rock and roll heaven,,,,
1974,59,kool and the gang,hollywood swinging,,,,
1974,60,william devaughn,be thankful for what you got,,,,
1974,68,ojays,put your hands together,,,,
1974,69,gladys knight and the pips,on and on,,,,
1974,70,cat stevens,oh very young,,,,
1974,73,chicago,ive been searchin so long,,,,
1974,75,ojays,for the love of money,,,,
1974,77,paul mccartney and wings,jet,,,,
1974,79,mike oldfield,tubular bells,,,,
1974,81,donny and marie osmond,im leaving it all up to you,,,,
1974,84,guess who,clap for the wolfman,,,,
1974,86,sister janet mead,the lords prayer,,,,
1974,91,diana ross and marvin gaye,my mistake was to love you,,,,
1974,92,paul mccartney and wings,helen wheels,,,,
1974,94,first class,beach baby,,,,
1974,96,stylistics,rockin roll baby,,,,
1974,97,olivia newtonjohn,i honestly love you,,,,
1974,99,fancy,wild thing,,,,
1974,100,spinners,mighty love pt,,,,
1975,1,captain and tennille,love will keep us together,,,,
1975,6,earth wind and fire,shining star,,,,
1975,7,david bowie,fame,,,,
1975,9,eagles,one of these nights,,,,
1975,11,bee gees,jive talkin,,,,
1975,12,eagles,best of my love,,,,
1975,15,doobie brothers,black water,,,,
1975,18,tony orlando and dawn,he dont love you,,,,
1975,19,janis ian,at seventeen,,,,
1975,21,van mccoy and the soul city symphony,the hustle,,,,
1975,27,isley brothers,fight the power pt,,,,
1975,29,ozark mountain daredevil,jackie blue,,,,
1975,39,michael murphy,wildfire,,,,
1975,44,hamilton joe frank and reynolds,fallin in love,,,,
1975,45,morris albert,feelings,,,,
1975,48,barry white,youre the first the last my everthing,,,,
1975,51,bazuka,dynomite,,,,
1975,52,blackbyrds,walking in rhythm,,,,
1975,53,gladys knight and the pips,the way we were  try to remember,,,,
1975,55,sugarloaf,dont call us well call you,,,,
1975,59,earth wind and fire,thats the way of the world,,,,
1975,61,grand funk,bad time,,,,
1975,63,carol douglas,doctors orders,,,,
1975,64,kc and the sunshine band,get down tonight,,,,
1975,65,joe cocker,you are so beautiful  its a sin when you love somebody,,,,
1975,66,paul anka and odia coates,one man womanone woman man,,,,
1975,67,bad company,feel like makin love,,,,
1975,70,average white band,cut the cake,,,,
1975,72,paul anka,i dont like to sleep alone,,,,
1975,73,donny and marie osmond,morning side of the mountain,,,,
1975,74,grand funk,some kind of wonderful,,,,
1975,75,three degrees,when will i see you again,,,,
1975,76,joe simon,get down get down,,,,
1975,77,john denver,im sorry  calypso,,,,
1975,84,rufus,you got the love,,,,
1975,85,mike post,the rockford files,,,,
1975,87,ringo starr,no no song  snookeroo,,,,
1975,88,paul mccartney and wings,juniors farm  sally g,,,,
1975,90,leo sayer,long tall glasses,,,,
1975,92,ray stevens,misty,,,,
1975,95,dwight twilley band,im on fire,,,,
1975,97,amazing rhythm aces,third rate romance,,,,
1975,98,bachmanturner overdrive,you aint seen nothin yet  free wheelin,,,,
1975,99,frankie valli,swearin to god,,,,
1975,100,disco tex and the sexolettes,get dancin,,,,
1976,2,elton john and kiki dee,dont go breaking my heart,,,,
1976,4,four seasons,december,,,,
1976,6,manhattans,kiss and say goodbye,,,,
1976,7,the miracles,love machine,,,,
1976,10,walter murphy and the big apple band,a fifth of beethoven,,,,
1976,11,daryl hall and john oates,sara smile,,,,
1976,14,silver convention,fly robin fly,,,,
1976,20,sylvers,boogie fever,,,,
1976,21,england dan and john ford coley,id really love to see you tonight,,,,
1976,25,eagles,take it to the limit,,,,
1976,26,kc and the sunshine band,shake your booty,,,,
1976,33,david bowie,golden years,,,,
1976,36,bellamy brothers,let your love flow,,,,
1976,39,captain and tennille,lonely night,,,,
1976,42,donny and marie osmond,deep purple,,,,
1976,43,diana ross,theme from mahogany,,,,
1976,44,rufus,sweet thing,,,,
1976,45,kc and the sunshine band,thats the way i like it,,,,
1976,52,ojays,i love music,,,,
1976,59,earth wind and fire,sing a song,,,,
1976,61,brothers johnson,ill be good to you,,,,
1976,62,captain and tennille,shop around,,,,
1976,65,staple singers,lets do it again,,,,
1976,67,wing and a prayer fife and drum corps,baby face,,,,
1976,70,silver,wham bam,,,,
1976,72,harold melvin and the bluenotes,wake up everybody,,,,
1976,74,john travolta,let her in,,,,
1976,77,beatles,got to get you into my life,,,,
1976,79,earth wind and fire,getaway,,,,
1976,80,daryl hall and john oates,shes gone,,,,
1976,81,beach boys,rock and roll music,,,,
1976,84,jefferson starship,with your love,,,,
1976,86,ohio players,whod she coo,,,,
1976,88,peter frampton,baby i love your way,,,,
1976,90,neil sedaka,breaking ups hard to do,,,,
1976,91,bay city rollers,money honey,,,,
1976,92,parliament,tear the roof off the sucker,,,,
1976,93,larry groce,junk food junkie,,,,
1976,96,rick dees,disco duck,,,,
1976,99,who,squeeze box,,,,
1977,3,emotions,best of my love,,,,
1977,4,barbra streisand,love theme from a star is born,,,,
1977,9,alan oday,undercover angel,,,,
1977,10,mary macgregor,torn between two lovers,,,,
1977,11,kc and the sunshine band,im your boogie man,,,,
1977,13,leo sayer,you make me feel like dancing,,,,
1977,17,peter mccann,do you wanna make love,,,,
1977,19,eagles,hotel california,,,,
1977,20,marvin gaye,got to give it up pt,,,,
1977,21,bill conti,theme from rocky,,,,
1977,23,daryl hall and john oates,rich girl,,,,
1977,24,leo sayer,when i need you,,,,
1977,25,sylvers,hot line,,,,
1977,27,marilyn mccoo and billy davis jr,you dont have to be a star,,,,
1977,38,atlanta rhythm section,so in to you,,,,
1977,40,jacksons,enjoy yourself,,,,
1977,41,brick,dazz,,,,
1977,47,crosby stills and nash,just a song before i go,,,,
1977,54,brothers johnson,strawberry letter,,,,
1977,55,bob seger and the silver bullet band,night moves,,,,
1977,57,marshall tucker band,heard it in a love song,,,,
1977,59,eagles,new kid in town,,,,
1977,72,floaters,float on,,,,
1977,75,kc and the sunshine band,keep it comin love,,,,
1977,76,bay city rollers,you made me believe in magic,,,,
1977,81,spinners,the rubberband man,,,,
1977,84,sylvers,high school dance,,,,
1977,89,captain and tennille,muskrat love,,,,
1977,91,dr buzzards original savannah band,whisperingcherchez la femmecest si bon,,,,
1977,96,bj thomas,dont worry baby,,,,
1977,98,leo sayer,how much love,,,,
1977,99,london symphony orchestra,star wars,,,,
1977,100,cj and co,devils gun,,,,
1978,2,bee gees,night fever,,,,
1978,9,a taste of honey,boogie oogie oogie,,,,
1978,13,john travolta and olivia newtonjohn,youre the one that i want,,,,
1978,14,samantha sang,emotion,,,,
1978,16,rolling stones,miss you,,,,
1978,22,nick gilder,hot child in the city,,,,
1978,25,queen,we will rock you  we are the champions,,,,
1978,28,johnny mathis and deniece williams,too much too little too late,,,,
1978,38,roberta flack and donny hathaway,the closer i get to you,,,,
1978,42,ojays,use ta be my girl,,,,
1978,52,bob seger and the silver bullet band,still the same,,,,
1978,53,toby beau,my angel baby,,,,
1978,54,trammps,disco inferno,,,,
1978,65,little river band,reminiscing,,,,
1978,69,john travolta and olivia newtonjohn,summer nights,,,,
1978,77,earth wind and fire,serpentine fire,,,,
1978,79,leblanc and carr,falling,,,,
1978,83,kenny loggins,whenever i call you friend,,,,
1978,86,electric light orchestra,sweet talking woman,,,,
1978,88,alicia bridges,i love the night life,,,,
1978,89,high inergy,you cant turn me off,,,,
1978,95,eruption,i cant stand the rain,,,,
1978,99,bob seger and the silver bullet band,hollywood nights,,,,
1979,1,knack,my sharona,,,,
1979,3,chic,le freak,,,,
1979,5,peaches and herb,reunited,,,,
1979,10,robert john,sad eyes,,,,
1979,12,donna summer,macarthur park,,,,
1979,14,david naughton,makin it,,,,
1979,15,pointer sisters,fire,,,,
1979,19,doobie brothers,what a fool believes,,,,
1979,20,chic,good times,,,,
1979,21,barbra streisand and neil diamond,you dont bring me flowers,,,,
1979,23,suzi quatro and chris norman,stumblin in,,,,
1979,25,jacksons,shake your body,,,,
1979,31,peaches and herb,shake your groove thing,,,,
1979,35,barbra streisand,the main event,,,,
1979,38,earth wind and fire,after the love has gone,,,,
1979,39,donna summer and brooklyn dreams,heaven knows,,,,
1979,42,little river band,lady,,,,
1979,50,charlie daniels band,the devil went down to georgia,,,,
1979,54,bad company,rock n roll fantasy,,,,
1979,57,earth wind and fire,boogie wonderland,,,,
1979,62,chic,i want your love,,,,
1979,64,alicia bridges,i love the night life,,,,
1979,65,mcfadden and whitehead,aint no stoppin us now,,,,
1979,66,little river band,lonesome loser,,,,
1979,68,england dan and john ford coley,love is the answer,,,,
1979,77,linda ronstadt,ooh baby baby,,,,
1979,78,earth wind and fire,september,,,,
1979,89,babys,every time i think of you,,,,
1979,92,robert palmer,bad case of lovin you,,,,
1979,94,bob seger and the silver bullet band,weve got tonight,,,,
1979,96,nigel olsson,dancing shoes,,,,
1980,2,pink floyd,another brick in the wall,,,,
1980,5,captain and tennille,do that to me one more time,,,,
1980,7,paul mccartney,coming up,,,,
1980,14,spinners,working my way back to youforgive me girl,,,,
1980,17,cristopher cross,ride like the wind,,,,
1980,19,kc and the sunshine band,please dont go,,,,
1980,21,billy preston and syreeta,with you im born again,,,,
1980,22,manhattans,shining star,,,,
1980,24,teri de sario with kc,yes im ready,,,,
1980,25,dr hook,sexy eyes,,,,
1980,26,robbie dupree,steal away,,,,
1980,29,spinners,cupidive loved you for a long time,,,,
1980,30,jermaine jackson,lets get serious,,,,
1980,31,kenny rogers and kim carnes,dont fall in love with a dreamer,,,,
1980,35,kool and the gang,ladies night,,,,
1980,36,kool and the gang,too hot,,,,
1980,37,sos band,take your time,,,,
1980,38,barbra streisand and donna summer,no more tears,,,,
1980,40,m,pop muzik,,,,
1980,42,ray goodman and brown,special lady,,,,
1980,45,cliff richard,we dont talk anymore,,,,
1980,46,brothers johnson,stomp,,,,
1980,47,eagles,heartache tonight,,,,
1980,49,dr hook,better love next time,,,,
1980,51,bob seger and the silver bullet band,against the wind,,,,
1980,53,rolling stones,emotional rescue,,,,
1980,56,little river band,cool change,,,,
1980,58,andy gibb,desire,,,,
1980,62,eagles,i cant tell you why,,,,
1980,67,bob seger and the silver bullet band,fire lake,,,,
1980,72,dirt band,an american dream,,,,
1980,76,neil sedaka and dara sedaka,shouldve never let you go,,,,
1980,80,peaches and herb,i pledge my love,,,,
1980,81,eagles,the long run,,,,
1980,88,daryl hall and john oates,wait for me,,,,
1980,89,boz scaggs,jo jo,,,,
1980,96,charlie daniels band,in america,,,,
1980,99,joe walsh,all night long,,,,
1981,2,diana ross and lionel richie,endless love,,,,
1981,6,kool and the gang,celebration,,,,
1981,7,daryl hall and john oates,kiss on my list,,,,
1981,11,joey scarbury,theme from greatest american hero,,,,
1981,16,ray parker jr and raydio,a woman needs love,,,,
1981,19,pointer sisters,slow hand,,,,
1981,22,a taste of honey,sukiyaki,,,,
1981,24,stars on,medley,,,,
1981,26,neil diamond,love on the rocks,,,,
1981,29,barbra streisand and barry gibb,guilty,,,,
1981,31,oak ridge boys,elvira,,,,
1981,34,gino vannelli,living outside myself,,,,
1981,36,manhattan transfer,boy from new york city,,,,
1981,43,daryl hall and john oates,you make my dreams,,,,
1981,45,champaign,how bout us,,,,
1981,47,greg kihn band,the breakup song,,,,
1981,48,alan parsons project,time,,,,
1981,50,franke and the knockouts,sweetheart,,,,
1981,51,terri gibbs,someones knockin,,,,
1981,52,leo sayer,more than i can say,,,,
1981,53,tierra,together,,,,
1981,55,dottie west,what are we doin in love,,,,
1981,57,police,de do do do de da da,,,,
1981,58,gary us bonds,this little girl,,,,
1981,59,stevie nicks with tom petty and the heartbreakers,stop draggin my heart around,,,,
1981,61,cliff richard,a little in love,,,,
1981,62,neil diamond,america,,,,
1981,63,john cougar,aint even done with the night,,,,
1981,66,alan parsons project,games people play,,,,
1981,70,neil diamond,hello again,,,,
1981,71,police,dont stand so close to me,,,,
1981,74,george harrison,all those years ago,,,,
1981,76,billy squier,the stroke,,,,
1981,78,stanley clarke and george duke,sweet baby,,,,
1981,81,elo,hold on tight,,,,
1981,82,john schneider,its now or never,,,,
1981,85,barbra streisand and barry gibb,what kind of fool,,,,
1981,90,daryl hall and john oates,youve lost that lovin feelin,,,,
1981,91,olivia newtonjohn and cliff richard,suddenly,,,,
1981,93,beach boys,the beach boys medley,,,,
1981,96,gary wright,really wanna know you,,,,
1981,100,andy gibb,time is time,,,,
1982,3,joan jett and the blackhearts,i love rock n roll,,,,
1982,4,paul mccartney and stevie wonder,ebony and ivory,,,,
1982,5,j geils band,centerfold,,,,
1982,6,human league,dont you want me,,,,
1982,7,john cougar,jack and diane,,,,
1982,8,john cougar,hurts so good,,,,
1982,10,chicago,hard to say im sorry,,,,
1982,15,daryl hall and john oates,i cant go for that,,,,
1982,16,tommy tutone,,,,,
1982,23,cars,shake it up,,,,
1982,25,gogos,we got the beat,,,,
1982,29,motels,only the lonely,,,,
1982,32,alan parsons project,eye in the sky,,,,
1982,33,earth wind and fire,lets groove,,,,
1982,36,stevie nicks and don henley,leather and lace,,,,
1982,41,little river band,take it easy on me,,,,
1982,42,buckner and garcia,pacman fever,,,,
1982,44,daryl hall and john oates,private eyes,,,,
1982,46,roberta flack,making love,,,,
1982,49,j geils band,freezeframe,,,,
1982,51,huey lewis and the news,do you believe in love,,,,
1982,56,royal philharmonic orchestra,hooked on classics,,,,
1982,57,crosby stills and nash,wasted on the way,,,,
1982,61,quincy jones,owe hundred ways,,,,
1982,62,elton john,blue eyes,,,,
1982,63,gogos,our lips are sealed,,,,
1982,64,sheena easton,you could have been wih me,,,,
1982,66,daryl hall and john oates,did it in a minute,,,,
1982,70,paul mccartney,take it away,,,,
1982,71,deneice williams,its gonna take a miracle,,,,
1982,73,journey,dont stop bellevin,,,,
1982,78,joan jett and the blackhearts,crimson and clover,,,,
1982,79,police,every little thing she does is magic,,,,
1982,82,kool and the gang,get down on it,,,,
1982,85,kool and the gang,take my heart,,,,
1982,86,diana ross,mirror mirror,,,,
1982,87,gogos,vacation,,,,
1982,88,van halen,pretty woman,,,,
1982,89,pointer sisters,should i do it,,,,
1982,92,little river band,man on your mind,,,,
1982,93,michael murphy,whats forever for,,,,
1982,94,rolling stones,waiting on a friend,,,,
1982,97,greg guidry,goin down,,,,
1982,99,kenny rogers,through the years,,,,
1983,1,police,every breath you take,,,,
1983,3,irene cara,flashdance what a feeling,,,,
1983,7,daryl hall and john oates,maneater,,,,
1983,8,patti austin and james ingram,baby come to me,,,,
1983,10,eurythmics,sweet dreams,,,,
1983,12,eddie rabbitt and crystal gayle,you and i,,,,
1983,14,bob seger and the silver bullet band,shame on the moon,,,,
1983,18,david bowie,lets dance,,,,
1983,21,greg kihn band,jeopardy,,,,
1983,22,eddy grant,electric avenue,,,,
1983,23,thomas dolby,she blinded me withh science,,,,
1983,27,joe cocker and jennifer warnes,up where we belong,,,,
1983,33,human league,fascination,,,,
1983,35,men without hats,the safety dance,,,,
1983,36,toni basil,mickey,,,,
1983,37,phil collins,you cant hurry love,,,,
1983,39,daryl hall and john oates,one on one,,,,
1983,40,kenny rogers and sheena easton,weve got tonight,,,,
1983,46,naked eyes,always somethmg there to remind me,,,,
1983,49,michael jackson and paul mccartney,the girl is mine,,,,
1983,52,clash,rock the casbah,,,,
1983,58,tubes,shes a beauty,,,,
1983,62,david bowie,china girl,,,,
1983,63,kinks,come dancing,,,,
1983,65,little river band,the other guy,,,,
1983,67,daryl hall and john oates,family man,,,,
1983,96,peabo bryson and roberta flack,tonight i celebrate my love,,,,
1983,100,earth wind and fire,fall in love with me,,,,
1984,3,paul mccartney and michael jackson,say say say,,,,
1984,5,phil collins,against all odds,,,,
1984,18,pointer sisters,jump,,,,
1984,19,romantics,talking in your sleep,,,,
1984,21,prince and the revolution,lets go crazy,,,,
1984,22,daryl hall and john oates,say it isnt so,,,,
1984,24,kool and the gang,joanna,,,,
1984,26,rockwell,somebodys watching me,,,,
1984,38,eurythmics,here comes the rain again,,,,
1984,41,cars,drive,,,,
1984,44,huey lewis and the news,the heart of rock n roll,,,,
1984,46,scandal,the warrior,,,,
1984,48,pointer sisters,automatic,,,,
1984,50,julio iglesias and willie nelson,to all the girls ive loved before,,,,
1984,55,huey lewis and the news,i want a new drug,,,,
1984,56,kenny rogers and dolly parton,islands in the stream,,,,
1984,59,mike reno and ann wilson,almost paradise,,,,
1984,61,jacksons,state of shock,,,,
1984,63,culture club,miss me blind,,,,
1984,64,huey lewis and the news,if this is it,,,,
1984,65,cars,you might think,,,,
1984,69,irene cara,breakdance,,,,
1984,70,daryl hall and john oates,adult education,,,,
1984,71,tracy ullman,they dont know,,,,
