Year,Rank,Artist,Song,valence,danceability,energy,tempo
1968,77,vanilla fudge,hangin on,,,,
1968,78,beatles,revolution,,,,
1968,79,gary puckett  the union gap,woman woman,0.627,0.46950000000000003,0.552,107.661
1968,80,turtles,elenore,,,,
1968,81,cream,white room,0.476,0.554,0.5760000000000001,109.83
1968,82,marvin gaye  tammi terrell,youre all i need to get by,,,,
1968,83,foundations,baby now that ive found you,,,,
1968,84,sweet inspirations,sweet inspiration,,,,
1968,85,smokey robinson  the miracles,if you can want,0.962,0.7,0.3720000000000001,118.196
1968,86,mills brothers,cab driver,,,,
1968,87,chambers brothers,time has come today,,,,
1968,88,dionne warwick,do you know the way to san jose,0.8805000000000001,0.694,0.5840000000000001,118.64250000000001
1968,89,simon  garfunkel,scarborough fair  canticle,0.28800000000000003,0.346,0.2545,128.54950000000002
1968,90,james brown  the famous flames,say it loud im black and im proud,,,,
1968,91,manfred mann,the mighty quinn,0.887,0.599,0.703,92.828
1968,92,shorty long,here comes the judge,,,,
1968,93,aretha franklin,i say a little prayer,0.499,0.59,0.355,133.127
1968,94,aretha franklin,think,0.9155,0.6885,0.69,110.07650000000001
1968,95,gary lewis  the playboys,sealed with a kiss,,,,
1968,96,big brother  the holding company,piece of my heart,,,,
1968,97,creedence clearwater revival,suzie q,0.695,0.435,0.618,129.911
1968,98,american breed,bend me shape,,,,
1968,99,jerry butler,hey western union man,,,,
1968,100,jerry butler,never give you up,0.8105,0.514,0.543,125.565
1969,1,archies,sugar sugar,,,,
1969,2,fifth dimension,aquarius  let the sunshine in,,,,
1969,3,temptations,i cant get next to you,,,,
1969,4,rolling stones,honky tonk women,,,,
1969,5,sly  the family stone,everyday people,0.765,0.813,0.532,114.565
1969,6,tommy roe,dizzy,0.7705,0.769,0.501,103.0325
1969,7,sly  the family stone,hot fun in the summertime,0.931,0.6559999999999999,0.65,146.268
1969,8,tom jones,ill never fall in love again,0.313,0.321,0.331,147.532
1969,9,foundations,build me up buttercup,,,,
1969,10,tommy james  the shondells,crimson and clover,,,,
1969,11,three dog night,one,0.4525,0.45649999999999996,0.438,154.7495
1969,12,tommy james  the shondells,crystal blue persuasion,0.765,0.621,0.313,99.172
1969,13,cowsills,hair,,,,
1969,14,marvin gaye,too busy thinking about my baby,,,,
1969,15,henry mancini  his orch,love theme from romeo and juliet,,,,
1969,16,youngbloods,get together,,,,
1969,17,friends of distinction,grazin in the grass,,,,
1969,18,elvis presley,suspicious minds,0.6615,0.5145,0.552,115.8835
1969,19,creedence clearwater revival,proud mary,0.6964999999999999,0.7045,0.4745,120.7425
1969,20,jr walker  the all stars,what does it take,0.718,0.637,0.481,109.484
1969,21,isley brothers,its your thing,,,,
1969,22,neil diamond,sweet caroline,0.578,0.529,0.127,63.05
1969,23,oliver,jean,,,,
1969,24,creedence clearwater revival,bad moon rising,0.93,0.62,0.774,89.663
1969,25,beatles,get back,,,,
1969,26,zager  evans,in the year,0.5405,0.44400000000000006,0.6125,124.3005
1969,27,blood sweat  tears,spinning wheel,0.542,0.695,0.503,96.818
1969,28,andy kim,baby i love you,0.7170000000000001,0.556,0.722,109.155
1969,29,friends of distinction,going in circles,,,,
1969,30,lettermen,hurt so bad,,,,
1969,31,creedence clearwater revival,green river,0.972,0.6815,0.747,141.497
1969,32,stevie wonder,my cherie amour,0.514,0.574,0.507,101.085
1969,33,three dog night,easy to be hard,0.387,0.33,0.469,89.397
1969,34,smith,baby its you,0.7070000000000001,0.595,0.471,95.417
1969,35,elvis presley,in the ghetto,0.4545,0.4405,0.3405,88.41150000000002
1969,36,johnny cash,a boy named sue,,,,
1969,37,smokey robinson  the miracles,baby baby dont cry,,,,
1969,38,jerry butler,only the strong survive,0.845,0.4,0.433,122.85
1969,39,zombies,time of the season,,,,
1969,40,fifth dimension,wedding bell blues,,,,
1969,41,bobby sherman,little woman,,,,
1969,42,mercy,love,0.495,0.431,0.279,86.15
1969,43,oliver,good morning starshine,0.862,0.6940000000000001,0.541,125.012
1969,44,guess who,these eyes,,,,
1969,45,blood sweat  tears,youve made me so very happy,0.496,0.405,0.4345,94.096
1969,46,jackie deshannon,put a little love in your heart,0.401,0.579,0.523,100.974
1969,47,watts rd street rhythm band,do your thing,,,,
1969,48,grass roots,id wait a million years,,,,
1969,49,doors,touch me,,,,
1969,50,spiral starecase,more today than yesterday,0.8420000000000001,0.6809999999999999,0.527,141.782
1969,51,sammy davis jr,ive gotta be me,0.5870000000000001,0.409,0.475,94.922
1969,52,bob dylan,lay lady lay,0.46099999999999997,0.511,0.238,155.0595
1969,53,donovan,atlantis,0.349,0.2975,0.3385,76.3845
1969,54,dennis yost  the classics iv,traces,,,,
1969,55,mama cass elliot,its getting better,,,,
1969,56,jay  the americans,this magic moment,0.725,0.517,0.5614999999999999,124.5435
1969,57,temptations,run away child running wild,,,,
1969,58,ventures,hawaii fiveo,,,,
1969,59,glen campbell,galveston,,,,
1969,60,lou christie,im gonna make you mine,0.973,0.703,0.722,125.396
1969,61,ray stevens,gitarzan,,,,
1969,62,tyrone davis,can i change my mind,0.8859999999999999,0.545,0.669,102.041
1969,63,booker t  the mgs,time is tight,0.5855,0.635,0.322,106.30850000000001
1969,64,dionne warwick,this girls in love with you,0.248,0.575,0.196,83.495
1969,65,winstons,color him father,,,,
1969,66,sonny charles  the checkmates ltd,black pearl,,,,
1969,67,fruitgum company,indian giver,,,,
1969,68,james brown,mother popcorn,,,,
1969,69,edwin starr,twentyfive miles,,,,
1969,70,new colony six,things id like to say,,,,
1969,71,motherlode,when i die,0.653,0.34,0.561,175.748
1969,72,marvin gaye,thats the way love is,,,,
1969,73,nilsson,everybodys talkin,,,,
1969,74,brooklyn bridge,worst that could happen,0.293,0.275,0.333,78.766
1969,75,joe simon,chokin kind,,,,
1969,76,flying machine,smile a little smile for me,,,,
1969,77,tony joe white,polk salad annie,0.833,0.7829999999999999,0.5429999999999999,132.035
1969,78,kenny rogers  the first edition,ruby dont take your love to town,,,,
1969,79,joe south,games people play,0.595,0.334,0.7140000000000001,172.28799999999995
1969,80,turtles,you showed me,,,,
1969,81,cuff links,tracy,,,,
1969,82,dells,oh what a night,,,,
1969,83,beatles,something,,,,
1969,84,gary puckett  the union gap,this girl is a woman now,0.4435,0.29400000000000004,0.4665,102.417
1969,85,beatles,come together,,,,
1969,86,seger system,ramblin gamblin man bob,,,,
1969,87,diana ross  the supremes,im gonna make you love me,,,,
1969,88,marvin gaye,i heard it through the grapevine,0.637,0.7240000000000001,0.362,117.287
1969,89,crazy elephant,gimme gimme good lovin,0.746,0.846,0.346,137.642
1969,90,booker t  the mgs,hang em high,0.6,0.44,0.306,116.718
1969,91,lou rawls,your good thing,,,,
1969,92,originals,baby im for real,,,,
1969,93,edwin hawkins singers,oh happy day,,,,
1969,94,tom jones,love me tonight,,,,
1969,95,paul revere  the raiders,mr sun mr moon,,,,
1969,96,guess who,laughing,,,,
1969,97,david ruffin,my whole world ended,0.8490000000000001,0.5670000000000001,0.667,110.152
1969,98,box tops,soul deep,,,,
1969,99,bj thomas,hooked on a feeling,,,,
1969,100,box tops,sweet cream ladies,,,,
1970,1,simon  garfunkel,bridge over troubled water,0.2625,0.21250000000000002,0.22099999999999997,81.6875
1970,2,carpenters,close to you,0.2545,0.54,0.22499999999999998,88.92799999999997
1970,3,guess who,american woman  no sugar tonight,,,,
1970,4,bj thomas,raindrops keep fallin on my head,0.654,0.519,0.446,104.962
1970,5,edwin starr,war,0.729,0.58,0.7115,109.1725
1970,6,diana ross,aint no mountain high enough,,,,
1970,7,jackson,ill be there,,,,
1970,8,rare earth,get ready,0.65,0.413,0.8690000000000001,127.355
1970,9,beatles,let it be,,,,
1970,10,freda payne,band of gold,,,,
1970,11,three dog night,mama told me,0.7945,0.6769999999999999,0.7384999999999999,120.67750000000001
1970,12,ray stevens,everything is beautiful,,,,
1970,13,bread,make it with you,0.472,0.629,0.356,83.88600000000002
1970,14,vanity fair,hitchin a ride,,,,
1970,15,jackson,abc,,,,
1970,16,jackson,the love you save  i found that girl,,,,
1970,17,neil diamond,cracklin rose,,,,
1970,18,dawn,candida,,,,
1970,19,sly  the family stone,thank you   everybody is a star,,,,
1970,20,eric burdon  war,spill the wine,,,,
1970,21,five stairsteps  cubie,ooh child  dear prudence,,,,
1970,22,norman greenbaum,spirit in the sky,0.5475,0.605,0.63,128.58249999999998
1970,23,melanie  the edwin hawkins singers,lay down,,,,
1970,24,temptations,ball of confusion,,,,
1970,25,moments,love on a two way street,,,,
1970,26,poppy family,which way you goin billy,,,,
1970,27,free,all right now,0.8,0.7859999999999999,0.472,120.059
1970,28,jackson,i want you back,,,,
1970,29,bobby sherman,julie do ya love me,0.664,0.425,0.41,82.177
1970,30,sugarloaf,greeneyed lady,0.893,0.5954999999999999,0.5485,149.878
1970,31,stevie wonder,signed sealed delivered,0.8175,0.6725000000000001,0.608,108.8505
1970,32,blues image,ride captain ride,0.649,0.547,0.655,125.545
1970,33,shocking blue,venus,0.957,0.691,0.762,128.111
1970,34,john ono lennon,instant karma,,,,
1970,35,clarence carter,patches,0.7929999999999999,0.639,0.544,80.844
1970,36,creedence clearwater revival,lookin out my back door  long as i can see the light,,,,
1970,37,brook benton,rainy night in georgia,0.384,0.301,0.309,75.165
1970,38,kenny rogers  the first edition,somethings burning,0.418,0.425,0.34,89.802
1970,39,chairmen of the board,give me just a little more time,,,,
1970,40,edison lighthouse,love grows,0.7545,0.5705,0.8170000000000001,109.0265
1970,41,beatles,the long and winding road  for you blue,,,,
1970,42,anne murray,snowbird,0.8809999999999999,0.531,0.48,104.117
1970,43,marmalade,reflections of my life,0.51,0.388,0.406,92.668
1970,44,eddie holman,hey there lonely girl,0.343,0.389,0.322,94.007
1970,45,jaggerz,the rapper,,,,
1970,46,hollies,he aint heavy hes my brother,,,,
1970,47,alive  kicking,tighter tighter,,,,
1970,48,badfinger,come and get it,,,,
1970,49,simon  garfunkel,cecelia,,,,
1970,50,charles wright  the watts rd street rhythm band,love land,0.866,0.669,0.514,96.356
1970,51,tyrone davis,turn back the hands of time,0.866,0.563,0.655,117.794
1970,52,kinks,lola,,,,
1970,53,mungo jerry,in the summertime,0.973,0.754,0.449,82.751
1970,54,r dean taylor,indiana wants me,,,,
1970,55,rare earth,im losing you,,,,
1970,56,bobby sherman,easy come easy go,,,,
1970,57,charles wright  the watts rd street rhythm band,express yourself,0.882,0.789,0.6829999999999999,92.311
1970,58,four tops,still water,0.852,0.5155000000000001,0.47550000000000003,87.388
1970,59,chicago,make me smile,0.7809999999999999,0.6409999999999999,0.6970000000000001,125.0
1970,60,frijid pink,house of the rising sun,,,,
1970,61,chicago,or  to,0.7709999999999999,0.612,0.8690000000000001,147.502
1970,62,white plains,my baby loves lovin,0.871,0.644,0.6509999999999999,125.844
1970,63,friends of distinction,love or let me be lonely,,,,
1970,64,brotherhood of man,united we stand,,,,
1970,65,carpenters,weve only just begun,0.3,0.376,0.321,86.56200000000004
1970,66,mark lindsay,arizona,0.7559999999999999,0.479,0.453,81.18
1970,67,james taylor,fire and rain,0.27949999999999997,0.5225,0.3395,100.93549999999999
1970,68,gene chandler,groovy situation,,,,
1970,69,santana,evil ways,0.75,0.7040000000000001,0.529,117.472
1970,70,guess who,no time,,,,
1970,71,delfonics,didnt i,,,,
1970,72,elvis presley,the wonder of you  mama liked the roses,,,,
1970,73,creedence clearwater revival,up around the bend  run through the jungle,,,,
1970,74,ronnie dyson,why cant i touch you,0.65,0.398,0.6920000000000001,93.907
1970,75,bj thomas,i just cant help believing,,,,
1970,76,spinners,its a shame,,,,
1970,77,bobbi martin,for the love of him,,,,
1970,78,mountain,mississippi queen,0.6499999999999999,0.5745,0.6385000000000001,140.075
1970,79,ike  tina turner,i want to take you higher,,,,
1970,80,joe cocker,the letter,,,,
1970,81,tee set,ma belle amie,,,,
1970,82,originals,the bells,,,,
1970,83,christie,yellow river,0.877,0.627,0.544,129.851
1970,84,proof aged in soul,somebodys been sleeping,,,,
1970,85,ides of march,vehicle,,,,
1970,86,pipkins,gimme dat ding,,,,
1970,87,robin mcnamara,lay a little lovin on me,,,,
1970,88,supremes,up the ladder to the roof,,,,
1970,89,creedence clearwater revival,travelin band  wholl stop the rain,,,,
1970,90,sandpipers,come saturday morning,,,,
1970,91,temptations,psychedelic shack,,,,
1970,92,tom jones,without love,0.31,0.309,0.282,148.30700000000004
1970,93,pacific gas  electric,are you ready,0.84,0.6,0.648,137.22
1970,94,crosby stills nash  young,woodstock,0.555,0.458,0.538,118.9845
1970,95,dionne warwick,ill never fall in love again,0.7559999999999999,0.6759999999999999,0.339,136.882
1970,96,new seekers,look what theyve done to my song ma,,,,
1970,97,joe south,walk a mile in my shoes,,,,
1970,98,bb king,the thrill is gone,0.5125,0.544,0.449,92.777
1970,99,glen campbell,its only make believe,0.537,0.448,0.5579999999999999,112.742
1970,100,aretha franklin,call me,0.306,0.517,0.375,118.391
1971,1,three dog night,joy to the world,0.971,0.649,0.6970000000000001,129.132
1971,2,rod stewart,maggie may   reason to believe,,,,
1971,3,carole king,its too late  i feel the earth move,,,,
1971,4,osmonds,one bad apple,,,,
1971,5,bee gees,how can you mend a broken heart,0.203,0.335,0.262,68.82
1971,6,raiders,indian reservation,,,,
1971,7,donny osmond,go away little girl,0.364,0.302,0.521,101.814
1971,8,john denver,take me home country roads,0.625,0.453,0.395,82.259
1971,9,temptations,just my imagination,,,,
1971,10,dawn,knock three times,,,,
1971,11,janis joplin,me and bobby mcgee,0.6579999999999999,0.453,0.464,93.19
1971,12,al green,tired of being alone,0.657,0.7745,0.4135,98.1395
1971,13,honey cone,want ads,,,,
1971,14,undisputed truth,smiling faces sometimes,,,,
1971,15,cornelius brothers  sister rose,treat her like a lady,0.928,0.775,0.476,131.4
1971,16,james taylor,youve got a friend,0.445,0.695,0.282,91.681
1971,17,jean knight,mr big stuff,0.971,0.8859999999999999,0.491,93.236
1971,18,rolling stones,brown sugar,,,,
1971,19,lee michaels,do you know what i mean,0.947,0.7879999999999999,0.865,109.081
1971,20,joan baez,the night they drove old dixie down,0.477,0.564,0.357,129.24200000000002
1971,21,marvin gaye,whats going on,0.7979999999999999,0.445,0.72,102.407
1971,22,paul  linda mccartney,uncle albertadmiral halsey,,,,
1971,23,bill withers,aint no sunshine,0.5035000000000001,0.501,0.39449999999999996,79.724
1971,24,five man electrical band,signs,0.723,0.446,0.731,153.672
1971,25,tom jones,shes a lady,0.624,0.51,0.8759999999999999,119.702
1971,26,murray head  the trinidad singers,superstar,,,,
1971,27,free movement,i found someone of my own,,,,
1971,28,jerry reed,amos moses,0.9555,0.744,0.717,105.5885
1971,29,grass roots,temptation eyes,,,,
1971,30,carpenters,superstar,0.13345,0.3025,0.28,82.8575
1971,31,george harrison,my sweet lord  isnt it a pity,,,,
1971,32,donny osmond,sweet and innocent,0.969,0.762,0.7859999999999999,125.524
1971,33,ocean,put your hand in the hand,0.978,0.833,0.475,136.384
1971,34,daddy dewdrop,chickaboom,,,,
1971,35,carpenters,for all we know,,,,
1971,36,sammi smith,help me make it through the night,0.413,0.5589999999999999,0.35,78.035
1971,37,carpenters,rainy days and mondays,0.218,0.351,0.235,74.72
1971,38,gordon lightfoot,if you could read my mind,0.223,0.612,0.24,122.565
1971,39,cher,gypsy tramps and thieves,,,,
1971,40,jackson,never can say goodbye,,,,
1971,41,lynn anderson,rose garden,0.964,0.589,0.501,130.553
1971,42,hamilton joe frank  reynolds,dont pull your love,0.883,0.62,0.604,100.486
1971,43,ringo starr,it dont come easy,0.691,0.609,0.624,123.191
1971,44,nitty gritty dirt band,mr bojangles,0.495,0.4465,0.6055,148.903
1971,45,fuzz,i love you foe all seasons,,,,
1971,46,dramatics,whatcha see is whatcha get,,,,
1971,47,carly simon,thats the way ive always heard it should be,0.24,0.4,0.0897,70.387
1971,48,stevie wonder,if you really love me,0.675,0.565,0.404,123.804
1971,49,aretha franklin,spanish harlem,0.8985000000000001,0.6739999999999999,0.7135,115.5995
1971,50,helen reddy,i dont know how to love him,,,,
1971,51,osmonds,yoyo,,,,
1971,52,aretha franklin,bridge over troubled water,0.386,0.498,0.302,77.999
1971,53,partridge family,doesnt somebody want to be wanted,,,,
1971,54,tommy james,draggin the line,,,,
1971,55,ike  tina turner,proud mary,0.7344999999999999,0.605,0.42800000000000005,98.0695
1971,56,chicago,beginnings  color my world,,,,
1971,57,bells,stay awhile,,,,
1971,58,stampeders,sweet city woman,0.917,0.696,0.736,88.133
1971,59,lobo,me and you and a dog named boo,0.951,0.628,0.603,120.782
1971,60,paul mccartney,another day  oh woman oh why,,,,
1971,61,bread,if,0.342,0.388,0.176,97.628
1971,62,marvin gaye,mercy mercy me,0.5035000000000001,0.4945,0.661,93.34299999999999
1971,63,brewer  shipley,one toke over the line,0.8955,0.5834999999999999,0.8385,77.54500000000002
1971,64,th day,shes not just another woman,,,,
1971,65,freda payne,bring the boys home,,,,
1971,66,rare earth,i just want to celebrate,0.559,0.42000000000000004,0.9375,175.94899999999996
1971,67,delaney  bonnie  friends,never ending song of love,,,,
1971,68,freddy hart,easy loving,,,,
1971,69,three dog night,liar,0.6815,0.518,0.4,108.2825
1971,70,honey cone,stickup,,,,
1971,71,mac  katie kissoon,chirpy chirpy cheep cheep,,,,
1971,72,andy williams,love story,,,,
1971,73,cat stevens,wild world,,,,
1971,74,jerry reed,when youre hot youre hot,0.91,0.7879999999999999,0.8320000000000001,101.045
1971,75,beginning of the end,funky nassau,,,,
1971,76,olivia newtonjohn,if not for you,,,,
1971,77,king floyd,groove me,0.878,0.913,0.481,103.62
1971,78,bobby goldsboro,watching scotty grow,,,,
1971,79,matthews southern comfort,woodstock,,,,
1971,80,judy collins,amazing grace,0.196,0.192,0.263,87.74700000000001
1971,81,dave edmunds,i hear you knocking,,,,
1971,82,bee gees,lonely days,0.37,0.334,0.24,94.254
1971,83,fortunes,here comes that rainy day feeling again,,,,
1971,84,who,wont get fooled again,,,,
1971,85,denise lasalle,trapped by a thing called love,0.8240000000000001,0.7190000000000001,0.486,141.515
1971,86,jackson,mamas pearl,,,,
1971,87,buoys,timothy,,,,
1971,88,partridge family,i woke up in love this morning,,,,
1971,89,isaac hayes,theme from shaft,0.621,0.484,0.439,120.74
1971,90,gladys knight  the pips,if i were your woman,0.743,0.4320000000000001,0.627,76.066
1971,91,neil diamond,i ami said,,,,
1971,92,paul stookey,wedding song,,,,
1971,93,wilson pickett,dont knock my love pt,,,,
1971,94,doors,love her madly,,,,
1971,95,richie havens,here comes the sun,0.7140000000000001,0.698,0.643,128.22
1971,96,wadsworth mansion,sweet mary,,,,
1971,97,brenda  the tabulations,right on the tip of my tongue,,,,
1971,98,fifth dimension,one less bell to answer,,,,
1971,99,doors,riders on the storm,,,,
1971,100,perry como,its impossible,0.346,0.281,0.374,141.37
1972,1,roberta flack,the first time ever i saw your face,0.139,0.311,0.0264,120.653
1972,2,gilbert osullivan,alone again,0.5589999999999999,0.5579999999999999,0.464,171.762
1972,3,don mclean,american pie,0.491,0.526,0.509,138.45
1972,4,nilsson,without you,,,,
1972,5,sammy davis jr,candy man,,,,
1972,6,joe tex,i gotcha,0.763,0.84,0.856,93.41
1972,7,bill withers,lean on me,0.423,0.615,0.234,75.188
1972,8,mac davis,baby dont get hooked on me,0.8215,0.5,0.33199999999999996,80.8255
1972,9,melanie,brand new key,0.8374999999999999,0.685,0.352,83.924
1972,10,wayne newton,daddy dont you walk so fast,,,,
1972,11,al green,lets stay together,0.5579999999999999,0.7559999999999999,0.411,101.556
1972,12,looking glass,brandy,0.8554999999999999,0.716,0.755,126.66550000000001
1972,13,chilites,oh girl,,,,
1972,14,gallery,nice to be with you,,,,
1972,15,chuck berry,my dingaling,,,,
1972,16,luther ingram,if loving you is wrong i dont want to be right,,,,
1972,17,neil young,heart of gold,0.8340000000000001,0.5379999999999999,0.48,171.773
1972,18,stylistics,betcha by golly wow,,,,
1972,19,staple singers,ill take you there,,,,
1972,20,michael jackson,ben,,,,
1972,21,robert john,the lion sleeps tonight,0.9,0.604,0.377,128.523
1972,22,billy preston,outaspace,0.901,0.715,0.8270000000000001,116.213
1972,23,war,slippin into darkness,0.583,0.5855000000000001,0.5489999999999999,133.3215
1972,24,hollies,long cool woman,,,,
1972,25,mouth  macneal,how do you do,,,,
1972,26,neil diamond,song sung blue,,,,
1972,27,america,a horse with no name,,,,
1972,28,hot butter,popcorn,,,,
1972,29,main ingredient,everybody plays the fool,,,,
1972,30,climax,precious and few,0.17,0.203,0.401,201.467
1972,31,th dimension,last night i didnt get to sleep at all,,,,
1972,32,moody blues,nights in white satin,,,,
1972,33,raspberries,go all the way,0.555,0.305,0.8490000000000001,134.287
1972,34,cornelius brothers  sister rose,too late to turn back now,0.907,0.516,0.73,115.126
1972,35,ojays,back stabbers,,,,
1972,36,osmonds,down by the lazy river,,,,
1972,37,jonathan edwards,sunshine,0.8345,0.7070000000000001,0.353,125.289
1972,38,mel  tim,starting all over again,,,,
1972,39,badfinger,day atter day,,,,
1972,40,elton john,rocket man,0.341,0.601,0.532,136.571
1972,41,michael jackson,rockin robin,0.968,0.622,0.721,173.395
1972,42,daniel boone,beautiful sunday,,,,
1972,43,dennis coffey  the detroit guitar band,scorpio,0.6409999999999999,0.696,0.631,118.966
1972,44,cat stevens,morning has broken,,,,
1972,45,arlo guthrie,the city of new orleans,0.5920000000000001,0.616,0.5770000000000001,145.863
1972,46,rick nelson,garden party,,,,
1972,47,johnny nash,i can see clearly now,0.684,0.6829999999999999,0.477,124.227
1972,48,elvis presley,burning love,0.972,0.648,0.935,143.067
1972,49,betty wright,clean up woman,0.8290000000000001,0.865,0.652,90.081
1972,50,argent,hold your head up,0.6345000000000001,0.484,0.4885,89.23849999999999
1972,51,chakachas,jungle fever,,,,
1972,52,bread,everything i own,0.446,0.365,0.338,79.241
1972,53,dramatics,in the rain,,,,
1972,54,al green,look what you done for me,0.8205,0.6105,0.556,95.7935
1972,55,donna fargo,the happiest girl in the whole usa,0.488,0.655,0.449,97.982
1972,56,t rex,bang a gong,,,,
1972,57,paul simon,mother and child reunion,0.764,0.7120000000000001,0.632,119.931
1972,58,roberta flack  donny hathaway,where is the love,,,,
1972,59,al green,im still in love with you,0.8340000000000001,0.7415,0.378,97.93700000000001
1972,60,derek  the dominos,layla,0.274,0.405,0.799,113.991
1972,61,aretha franklin,day dreaming,0.2825,0.469,0.271,146.34400000000002
1972,62,cher,the way of love,0.252,0.319,0.321,106.762
1972,63,three dog night,black and white,0.948,0.66,0.5770000000000001,109.077
1972,64,dr hook  the medicine show,sylvias mother,,,,
1972,65,carpenters,hurting each other,0.292,0.341,0.325,93.265
1972,66,nilsson,coconut,,,,
1972,67,donny osmond,puppy love,0.5379999999999999,0.414,0.6809999999999999,102.338
1972,68,jim croce,you dont mess around with jim,0.968,0.705,0.5805,163.2415
1972,69,commander cody  his lost planet airmen,hot rod lincoln,0.965,0.696,0.7909999999999999,130.246
1972,70,sonny  cher,a cowboys work is never done,,,,
1972,71,apollo,joy,,,,
1972,72,carly simon,anticipation,0.5429999999999999,0.61,0.297,99.96
1972,73,three dog night,never been to spain,0.7809999999999999,0.498,0.531,89.056
1972,74,charlie pride,kiss an angel good morning,,,,
1972,75,alice cooper,schools out,0.3485,0.29,0.7035,134.60899999999998
1972,76,chicago,saturday in the park,0.6679999999999999,0.679,0.601,114.388
1972,77,joe simon,drowning in the sea of love,0.51,0.602,0.448,119.755
1972,78,bill withers,use me,0.9544999999999999,0.753,0.612,154.666
1972,79,sly  the family stone,family affair,,,,
1972,80,jimmy castor bunch,troglodyte,,,,
1972,81,redbone,the witch queen of new orleans,0.621,0.613,0.8170000000000001,119.927
1972,82,curtis mayfield,freddies dead,0.922,0.542,0.8059999999999999,91.292
1972,83,joe simon,power of love,,,,
1972,84,jerry butler  brenda lee eager,aint understanding mellow,,,,
1972,85,harry chapin,taxi,0.484,0.599,0.4270000000000001,118.714
1972,86,beverly bremers,dont say you dont rememeer,,,,
1972,87,bobby vinton,sealed with a kiss,0.669,0.4225,0.348,86.14150000000002
1972,88,todd rundgren,i saw the light,0.81,0.583,0.833,119.884
1972,89,sailcat,motorcycle mama,0.733,0.687,0.154,121.293
1972,90,godspell,day by day,,,,
1972,91,yes,roundabout,0.382,0.412,0.8420000000000001,132.534
1972,92,jackson browne,doctor my eyes,0.542,0.48,0.626,75.63
1972,93,new seekers,id like to teach the world to sing,,,,
1972,94,don mclean,vincent  castles in the air,,,,
1972,95,detroit emeralds,baby let me take you,,,,
1972,96,rick springfield,speak to the sky,0.7879999999999999,0.583,0.659,96.106
1972,97,hillside singers,id like to teach the world to sing,,,,
1972,98,love unlimited,walking in the rain with the one i love,,,,
1972,99,james brown,good foot pt,,,,
1972,100,isley bros,pop that thang,,,,
1973,1,tony orlando  dawn,tie a yellow ribbon round the ole oak tree,,,,
1973,2,jim croce,bad bad leroy brown,0.8525,0.6975,0.6755,148.0675
1973,3,roberta flack,killing me softly with his song,0.329,0.477,0.381,121.568
1973,4,marvin gaye,lets get it on,0.636,0.541,0.608,168.386
1973,5,paul mccartney  wings,my love,,,,
1973,6,kris kristofferson,why me,0.307,0.426,0.132,81.642
1973,7,elton john,crocodile rock,0.968,0.621,0.8,149.91
1973,8,billy preston,will it go round in circles,0.898,0.677,0.871,98.446
1973,9,carly simon,youre so vain,0.647,0.659,0.6779999999999999,106.186
1973,10,diana ross,touch me in the morning,0.603,0.355,0.615,137.19
1973,11,vicki lawrence,the night the lights went out in georgia,0.613,0.457,0.406,173.012
1973,12,clint holmes,playground in my mind,,,,
1973,13,stories,brother louie,0.85,0.6970000000000001,0.498,103.77
1973,14,helen reddy,delta dawn,0.809,0.523,0.7384999999999999,118.0025
1973,15,billy paul,me and mrs jones,0.433,0.356,0.466,150.5215
1973,16,edgar winter group,frankenstein,,,,
1973,17,dobie gray,drift away,0.565,0.508,0.46,75.836
1973,18,sweet,little willy,0.914,0.662,0.772,127.025
1973,19,stevie wonder,you are the sunshine of my life,0.6859999999999999,0.519,0.47,132.033
1973,20,cher,half breed,,,,
1973,21,isley bros,that lady,,,,
1973,22,sylvia,pillow talk,0.6759999999999999,0.7190000000000001,0.5720000000000001,109.515
1973,23,gr funk railroad,were an american band,,,,
1973,24,dr john,right place wrong time,0.826,0.789,0.494,104.593
1973,25,skylark,wildflower,,,,
1973,26,stevie wonder,superstition,0.878,0.611,0.583,100.625
1973,27,paul simon,loves me like a rock,0.7020000000000001,0.649,0.584,144.821
1973,28,maureen mcgovern,the morning after,,,,
1973,29,john denver,rocky mountain high,0.7240000000000001,0.465,0.429,81.562
1973,30,stealers wheel,stuck in the middle with you,0.9624999999999999,0.8075,0.5694999999999999,123.96549999999999
1973,31,three dog night,shambala,0.835,0.507,0.52,128.553
1973,32,ojays,love train,,,,
1973,33,barry white,im gonna love you just a little more,,,,
1973,34,tony orlando  dawn,say has anybody seen my sweet gypsy rose,,,,
1973,35,eddie kendricks,keep on truckin,0.86,0.45,0.81,101.568
1973,36,king harvest,dancing in the moonlight,0.7709999999999999,0.657,0.435,135.975
1973,37,anne murray,dannys song,0.522,0.512,0.379,144.687
1973,38,bobby boris pickett  the crypt kickers,monster mash,,,,
1973,39,bloodstone,natural high,0.378,0.347,0.365,169.792
1973,40,seals  crofts,diamond girl,0.40800000000000003,0.546,0.48400000000000004,138.63
1973,41,doobie brothers,long train running,,,,
1973,42,george harrison,give me love,,,,
1973,43,sly  the family stone,if you want me to stay,0.762,0.843,0.48,101.993
1973,44,jermaine jackson,daddys home,,,,
1973,45,gladys knight  the pips,neither one of us,0.599,0.511,0.346,140.29
1973,46,new york city,im doing fine now,,,,
1973,47,spinners,could it be im falling in love,,,,
1973,48,elton john,daniel,0.897,0.688,0.477,132.071
